"Sort:","Fecha","Hora","Folio","Emisora","Operación","Títulos","Precio","Comisión","IVA","Importe total"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos1","Precio$1,446.330","Comisión$1.45","IVA$0.23","Importe total$1,444.65"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos1","Precio$1,445.000","Comisión$1.45","IVA$0.23","Importe total$1,443.32"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos1","Precio$1,445.000","Comisión$1.45","IVA$0.23","Importe total$1,443.32"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos1","Precio$1,469.680","Comisión$1.47","IVA$0.24","Importe total$1,467.98"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos1","Precio$1,470.000","Comisión$1.47","IVA$0.24","Importe total$1,468.29"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos1","Precio$1,470.000","Comisión$1.47","IVA$0.24","Importe total$1,468.29"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos2","Precio$1,445.500","Comisión$2.89","IVA$0.46","Importe total$2,887.65"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos2","Precio$1,475.000","Comisión$2.95","IVA$0.47","Importe total$2,946.58"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos2","Precio$1,462.000","Comisión$2.92","IVA$0.47","Importe total$2,920.61"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos3","Precio$1,460.390","Comisión$4.38","IVA$0.70","Importe total$4,376.09"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos3","Precio$1,455.000","Comisión$4.37","IVA$0.70","Importe total$4,359.94"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos5","Precio$1,447.600","Comisión$7.24","IVA$1.16","Importe total$7,229.60"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos5","Precio$1,445.000","Comisión$7.23","IVA$1.16","Importe total$7,216.62"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos10","Precio$1,470.000","Comisión$14.70","IVA$2.35","Importe total$14,682.95"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos22","Precio$1,466.100","Comisión$32.25","IVA$5.16","Importe total$32,216.79"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos22","Precio$1,475.000","Comisión$32.45","IVA$5.19","Importe total$32,412.36"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos40","Precio$1,465.000","Comisión$58.60","IVA$9.38","Importe total$58,532.02"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos42","Precio$1,428.000","Comisión$59.98","IVA$9.60","Importe total$59,906.43"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos50","Precio$1,435.000","Comisión$71.75","IVA$11.48","Importe total$71,666.77"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos50","Precio$1,473.900","Comisión$73.70","IVA$11.79","Importe total$73,609.51"
"Fecha11/OCT/2022","Hora11:46","Folio10955829","EmisoraSOXS *","OperaciónVENTA","Títulos100","Precio$1,460.000","Comisión$146.00","IVA$23.36","Importe total$145,830.64"
"Fecha11/OCT/2022","Hora11:48","Folio10956021","EmisoraEDZ *","OperaciónVENTA","Títulos69","Precio$397.490","Comisión$27.43","IVA$4.39","Importe total$27,394.99"
"Fecha11/OCT/2022","Hora14:31","Folio10963255","EmisoraSPXS *","OperaciónVENTA","Títulos52","Precio$586.000","Comisión$30.47","IVA$4.88","Importe total$30,436.65"
"Fecha11/OCT/2022","Hora14:31","Folio10963255","EmisoraSPXS *","OperaciónVENTA","Títulos100","Precio$585.000","Comisión$58.50","IVA$9.36","Importe total$58,432.14"
"Fecha11/OCT/2022","Hora14:31","Folio10963255","EmisoraSPXS *","OperaciónVENTA","Títulos180","Precio$585.000","Comisión$105.30","IVA$16.85","Importe total$105,177.85"
"Fecha11/OCT/2022","Hora14:31","Folio10963255","EmisoraSPXS *","OperaciónVENTA","Títulos200","Precio$585.000","Comisión$117.00","IVA$18.72","Importe total$116,864.28"
"Fecha12/OCT/2022","Hora08:38","Folio10970137","EmisoraSPXS *","OperaciónVENTA","Títulos3","Precio$583.730","Comisión$1.75","IVA$0.28","Importe total$1,749.16"
"Fecha12/OCT/2022","Hora08:38","Folio10970137","EmisoraSPXS *","OperaciónVENTA","Títulos5","Precio$578.300","Comisión$2.89","IVA$0.46","Importe total$2,888.15"
"Fecha12/OCT/2022","Hora08:38","Folio10970137","EmisoraSPXS *","OperaciónVENTA","Títulos10","Precio$578.300","Comisión$5.78","IVA$0.93","Importe total$5,776.29"
"Fecha12/OCT/2022","Hora08:38","Folio10970137","EmisoraSPXS *","OperaciónVENTA","Títulos100","Precio$580.000","Comisión$58.00","IVA$9.28","Importe total$57,932.72"
